"pair","dataset","dataset_label","chemical","year","gender","age_group","n","geo_mean","median","p25","p75"
"PFAS_vs_PHTHTE","PFAS","PFAS (Serum)","LBXPFUA",2015,"Male","<18",153,0.0851904435794868,0.07,0.07,0.07
"PFAS_vs_PHTHTE","PFAS","PFAS (Serum)","LBXPFUA",2017,"Female","18–44",363,0.121918247026804,0.1,0.07,0.2
"PFAS_vs_PHTHTE","PFAS","PFAS (Serum)","LBXPFUA",2017,"Female","45–64",297,0.162558618241512,0.2,0.07,0.2
"PFAS_vs_PHTHTE","PFAS","PFAS (Serum)","LBXPFUA",2017,"Female","65+",203,0.155495909827738,0.1,0.07,0.2
"PFAS_vs_PHTHTE","PFAS","PFAS (Serum)","LBXPFUA",2017,"Female","<18",114,0.0995127984988194,0.1,0.07,0.1
"PFAS_vs_PHTHTE","PFAS","PFAS (Serum)","LBXPFUA",2017,"Male","18–44",334,0.114083719980278,0.1,0.07,0.2
"PFAS_vs_PHTHTE","PFAS","PFAS (Serum)","LBXPFUA",2017,"Male","45–64",296,0.154140321518098,0.1,0.07,0.2
"PFAS_vs_PHTHTE","PFAS","PFAS (Serum)","LBXPFUA",2017,"Male","65+",207,0.147614783238102,0.1,0.1,0.2
"PFAS_vs_PHTHTE","PFAS","PFAS (Serum)","LBXPFUA",2017,"Male","<18",115,0.09139622371142,0.07,0.07,0.1
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2013,"Female","18–44",479,2.69674472272166,2.7,1.3,5.45
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2013,"Female","45–64",321,1.9333879458156,1.8,0.9,3.9
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2013,"Female","65+",225,2.25922407983682,2.2,1.2,3.9
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2013,"Female","<18",164,2.62442872064716,2.9,1.325,5.4
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2013,"Male","18–44",413,3.38147228048127,3.2,1.7,6.4
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2013,"Male","45–64",301,2.36682636861966,2.4,1.3,4.7
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2013,"Male","65+",196,2.469679640346,2.2,1.3,4.05
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2013,"Male","<18",177,3.37949346725333,3,1.9,5.1
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2015,"Female","18–44",413,1.72253194352469,1.8,0.8,3.6
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2015,"Female","45–64",316,1.33341683980781,1.4,0.7,2.4
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2015,"Female","65+",194,1.45225389926351,1.5,0.9,2.475
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2015,"Female","<18",153,2.0669180952743,2.2,1.2,3.7
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2015,"Male","18–44",392,1.78910529366296,1.8,0.9,3.525
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2015,"Male","45–64",263,1.68200526023103,1.8,0.9,3
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2015,"Male","65+",190,1.73811417804836,1.7,1,3.2
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2015,"Male","<18",174,2.26267304166454,2.3,1.4,3.875
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2017,"Female","18–44",385,1.13847974922755,1.2,0.6,2.1
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2017,"Female","45–64",317,0.881135761490111,0.9,0.5,1.7
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2017,"Female","65+",199,0.958284255908997,1,0.5,1.8
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2017,"Female","<18",130,1.15700058361587,1.25,0.6,2.3
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2017,"Male","18–44",356,1.39383964712581,1.3,0.7,2.5
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2017,"Male","45–64",315,1.1017307579571,1.1,0.6,2.2
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2017,"Male","65+",221,1.32330503247115,1.2,0.7,2.4
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCNP",2017,"Male","<18",130,1.76709330861638,1.7,1.1,2.675
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2013,"Female","18–44",479,22.0831354210971,20.1,8.2,58.65
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2013,"Female","45–64",321,14.7449047643818,13.2,5.9,37.7
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2013,"Female","65+",225,15.9726710219773,15,6.8,35.3
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2013,"Female","<18",164,21.7048464889716,23.45,9.775,51.55
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2013,"Male","18–44",413,25.1319776955714,22.8,9.1,63.1
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2013,"Male","45–64",301,17.5238173409877,16.6,7,49.3
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2013,"Male","65+",196,15.4036317552171,14.15,7,34.725
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2013,"Male","<18",177,25.9489395373389,21.5,10.4,56
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2015,"Female","18–44",413,8.67020500086255,7.4,3.5,18.7
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2015,"Female","45–64",316,7.27576352949339,6.45,3.075,15.9
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2015,"Female","65+",194,6.43580356990159,5.65,3,12.35
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2015,"Female","<18",153,9.79238513407399,8.9,4.7,19.9
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2015,"Male","18–44",392,8.6805020733026,7.45,3.6,18.425
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2015,"Male","45–64",263,7.86882960770286,7.3,3.4,17.5
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2015,"Male","65+",190,7.85877941074998,7.3,3.85,14.8
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2015,"Male","<18",174,10.6888265513484,8.55,4.7,21.05
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2017,"Female","18–44",385,5.02265413380361,4.8,2.2,9.1
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2017,"Female","45–64",317,3.8389425009547,3.7,2,7.6
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2017,"Female","65+",199,4.40262143079661,3.7,2,8.35
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2017,"Female","<18",130,5.24234728842038,5.35,2.3,9.85
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2017,"Male","18–44",356,5.52215690909834,5,2.6,10.025
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2017,"Male","45–64",315,4.30023362175296,4.1,2.2,7.65
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2017,"Male","65+",221,5.27997000791467,4.9,2.7,8.8
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXCOP",2017,"Male","<18",130,6.30754567534719,6.3,3.325,10.875
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2013,"Female","18–44",479,11.279928090326,11.7,5.6,22.45
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2013,"Female","45–64",321,9.00151448861217,9.4,4.6,18.2
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2013,"Female","65+",225,10.4270932968102,9.9,5.6,18.6
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2013,"Female","<18",164,11.5923374295299,13.5,6,24.55
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2013,"Male","18–44",413,11.3922338544196,11.9,6.8,18.8
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2013,"Male","45–64",301,10.1068786940905,11.1,5.2,18.6
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2013,"Male","65+",196,11.7986935519738,11.5,7.3,20.8
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2013,"Male","<18",177,14.7471595502973,15.1,9.2,23.9
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2015,"Female","18–44",413,9.57884334494712,9.2,5.1,18.5
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2015,"Female","45–64",316,7.89378554513978,8.3,3.975,15.575
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2015,"Female","65+",194,9.00293992543486,9.05,5.325,16.275
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2015,"Female","<18",153,9.59912444522663,9.9,5.1,18.1
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2015,"Male","18–44",392,8.55880573362949,9.3,4.7,16.825
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2015,"Male","45–64",263,9.36253125454142,9.3,4.75,17.35
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2015,"Male","65+",190,10.4104822478887,10.4,5.9,18.4
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2015,"Male","<18",174,10.9418967226924,11.1,6.4,17.175
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2017,"Female","18–44",385,6.95070621700316,7.6,3.5,13.8
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2017,"Female","45–64",317,6.42185044816003,6.1,3.1,13.5
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2017,"Female","65+",199,6.6291173297023,6.7,3.5,12.9
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2017,"Female","<18",130,7.85647727317845,8.3,4.625,15.4
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2017,"Male","18–44",356,7.42260051459357,7.8,4.1,14.45
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2017,"Male","45–64",315,7.42850334914711,8,4.25,12.95
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2017,"Male","65+",221,8.92301019451328,8.8,5.1,14
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECP",2017,"Male","<18",130,9.35719761782011,9.6,5.45,16.35
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECPT",2017,"Female","18–44",385,27.1556728605105,24.8,9.4,64.7
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECPT",2017,"Female","45–64",317,14.4215965137437,12.8,5.5,38.6
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECPT",2017,"Female","65+",199,11.247058023888,9.4,3.5,28.45
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECPT",2017,"Female","<18",130,41.382232873094,40.4,14.825,110
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECPT",2017,"Male","18–44",356,39.5942109665623,34.75,11.9,111.45
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECPT",2017,"Male","45–64",315,16.5316173069731,16,5.7,41.9
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECPT",2017,"Male","65+",221,15.6816936084909,14.4,5.9,39.1
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXECPT",2017,"Male","<18",130,47.1176743980576,41.65,20.425,103.8
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2015,"Female","18–44",413,3.33008170032035,3.5,1.6,7
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2015,"Female","45–64",316,2.56499958607437,2.6,1.375,5.025
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2015,"Female","65+",194,2.34097333417946,2.4,1.2,4.6
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2015,"Female","<18",153,3.5890435569474,3.7,2.1,7.4
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2015,"Male","18–44",392,2.79665370387621,2.85,1.4,5.4
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2015,"Male","45–64",263,2.28740952946973,2.4,1.2,4.8
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2015,"Male","65+",190,2.65929243883122,2.7,1.3,5.6
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2015,"Male","<18",174,3.40589465952385,3.5,1.8,6.8
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2017,"Female","18–44",385,2.48843168105304,2.7,1.2,5.3
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2017,"Female","45–64",317,1.75998351362019,1.8,1,3.5
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2017,"Female","65+",199,1.65264469680539,1.7,0.9,2.95
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2017,"Female","<18",130,2.85315429167646,3.2,1.4,6.1
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2017,"Male","18–44",356,2.36908187862671,2.4,1.3,4.4
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2017,"Male","45–64",315,2.09127215721795,2.1,1.2,3.6
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2017,"Male","65+",221,2.1002934932574,2.1,1.2,4.2
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXHIBP",2017,"Male","<18",130,3.25449562669269,3.4,1.725,5.9
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2013,"Female","18–44",479,9.93906733947057,11.7,5.3,22.5
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2013,"Female","45–64",321,8.46993138205555,9.9,4.1,18.3
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2013,"Female","65+",225,9.0056372082815,9.9,4.3,18.2
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2013,"Female","<18",164,10.7317528487566,12.95,5.575,25.775
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2013,"Male","18–44",413,9.65359320950942,10.9,5.2,19.2
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2013,"Male","45–64",301,9.1677914430282,10.5,4.5,20.4
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2013,"Male","65+",196,10.5275964182109,11,6.175,21.15
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2013,"Male","<18",177,12.8407462355012,12.9,6.4,24.5
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2015,"Female","18–44",413,10.8300467048087,11.5,5.8,22.7
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2015,"Female","45–64",316,9.6975843107168,9.7,4.8,19.225
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2015,"Female","65+",194,11.3188351058367,12.5,6.625,20.775
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2015,"Female","<18",153,11.7301524100052,13.1,6.9,23.6
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2015,"Male","18–44",392,9.80066588939372,10.95,5.375,18.825
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2015,"Male","45–64",263,9.54300284593263,10,5.4,20
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2015,"Male","65+",190,12.1189378333472,12.15,6.2,21.475
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2015,"Male","<18",174,13.2433560216579,13.95,7.525,23.85
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2017,"Female","18–44",385,9.68628734397623,11.7,4.8,21.5
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2017,"Female","45–64",317,7.5260387413283,7.8,3.8,15.5
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2017,"Female","65+",199,8.07296986077571,9,3.95,16.4
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2017,"Female","<18",130,11.7505596368546,13.75,5.025,28.825
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2017,"Male","18–44",356,8.90416996987712,10.15,5.1,17.625
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2017,"Male","45–64",315,8.84931019700216,9.4,5,15.95
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2017,"Male","65+",221,10.1654954178477,10.3,6.2,17.5
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMBP",2017,"Male","<18",130,13.2703240746359,14.15,7.875,23.35
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2013,"Female","18–44",479,2.08662760039057,1.9,0.8,4.95
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2013,"Female","45–64",321,1.51590800843401,1.4,0.6,3.5
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2013,"Female","65+",225,1.69606066007245,1.7,0.8,3.5
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2013,"Female","<18",164,2.03815935262178,2,0.8,4.45
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2013,"Male","18–44",413,2.51603906126492,2.3,1,5.1
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2013,"Male","45–64",301,1.83900331275685,1.8,0.8,4.2
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2013,"Male","65+",196,1.96586955709591,1.9,0.975,3.925
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2013,"Male","<18",177,2.43209081759257,2.4,1.1,4.7
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2015,"Female","18–44",413,1.08618164042891,0.9,0.4,2.2
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2015,"Female","45–64",316,0.931908811535804,0.8,0.28,1.5
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2015,"Female","65+",194,0.963705821206956,1,0.28,1.775
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2015,"Female","<18",153,1.21800867030596,1.2,0.6,2.4
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2015,"Male","18–44",392,1.11875784570548,1.1,0.5,2.1
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2015,"Male","45–64",263,1.20733080749703,1.1,0.5,2.3
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2015,"Male","65+",190,1.25285551118536,1.1,0.6,2.3
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2015,"Male","<18",174,1.36702231275789,1.45,0.7,2.4
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2017,"Female","18–44",385,1.03932025582329,1,0.5,1.8
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2017,"Female","45–64",317,0.841260921233807,0.8,0.28,1.6
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2017,"Female","65+",199,0.994557847843017,1,0.28,1.9
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2017,"Female","<18",130,0.968333170710134,0.9,0.31,1.875
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2017,"Male","18–44",356,1.05640743108536,1,0.5,2
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2017,"Male","45–64",315,0.995487547190522,0.9,0.5,1.8
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2017,"Male","65+",221,1.31548089018923,1.3,0.7,2.3
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMC1",2017,"Male","<18",130,1.21892282638361,1.25,0.7,2.2
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2015,"Female","18–44",413,0.702681632695225,0.6,0.35,1
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2015,"Female","45–64",316,0.592647164701914,0.35,0.35,0.7
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2015,"Female","65+",194,0.557355391795297,0.35,0.35,0.8
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2015,"Female","<18",153,0.748082096534186,0.6,0.35,1
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2015,"Male","18–44",392,0.718108142093873,0.6,0.35,1
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2015,"Male","45–64",263,0.569129877395742,0.35,0.35,0.8
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2015,"Male","65+",190,0.584213278807276,0.35,0.35,0.7
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2015,"Male","<18",174,0.77026356162259,0.6,0.35,1
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2017,"Female","18–44",385,0.600042267642299,0.35,0.35,0.8
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2017,"Female","45–64",317,0.543115826409143,0.35,0.35,0.6
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2017,"Female","65+",199,0.475394076391627,0.35,0.35,0.35
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2017,"Female","<18",130,0.640172238145575,0.425,0.35,0.975
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2017,"Male","18–44",356,0.719477654996213,0.35,0.35,1
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2017,"Male","45–64",315,0.531513203208584,0.35,0.35,0.6
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2017,"Male","65+",221,0.559015550387369,0.35,0.35,0.6
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMCOH",2017,"Male","<18",130,0.698565014671555,0.35,0.35,1.175
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMEP",2013,"Female","18–44",479,43.2616635501199,40.6,15.15,110.55
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMEP",2013,"Female","45–64",321,42.3920033292978,43,14.6,107.2
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMEP",2013,"Female","65+",225,49.3711153676451,39.1,15.8,123.3
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMEP",2013,"Female","<18",164,32.0401629996035,30.9,12.65,79.825
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMEP",2013,"Male","18–44",413,39.6883228480866,33.5,14.6,91.8
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMEP",2013,"Male","45–64",301,46.5387357240904,34.9,15.3,156.4
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMEP",2013,"Male","65+",196,55.9641761249012,38.25,16.75,132.475
"PFAS_vs_PHTHTE","PHTHTE","Phthalates & Plasticizers (Urine)","URXMEP",2013,"Male","<18",177,40.5579680108544,33.8,17.3,82.1
