"pair","dataset_a","dataset_b","chemical_a","chemical_b","year","n","r","r_squared"
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHP","URXMHH",2011,1867,-0.0192,4e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHP","URXMHNC",2011,1867,0.0228,5e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHP","URXMHP",2011,1867,-0.1317,0.0174
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHP","URXMIB",2011,1867,-0.0048,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHP","URXMNM",2011,1867,-0.004,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHP","URXMNP",2011,1867,-0.0587,0.0035
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHP","URXMOH",2011,1867,-0.0148,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHP","URXMZP",2011,1867,-0.0156,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHP","URXUCR",2011,1887,-0.0108,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHS","URXCNP",2011,1867,0.0835,0.007
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHS","URXCOP",2011,1867,0.0612,0.0037
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHS","URXECP",2011,1867,0.0228,5e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHS","URXMBP",2011,1867,-0.0144,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHS","URXMC1",2011,1867,0.0638,0.0041
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHS","URXMEP",2011,1867,0.0128,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHS","URXMHH",2011,1867,0.028,8e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHS","URXMHNC",2011,1867,-0.0581,0.0034
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHS","URXMHP",2011,1867,-0.0112,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHS","URXMIB",2011,1867,-0.0035,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHS","URXMNM",2011,1867,-0.0525,0.0028
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHS","URXMNP",2011,1867,0.03,9e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHS","URXMOH",2011,1867,0.0148,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHS","URXMZP",2011,1867,-0.0237,6e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFHS","URXUCR",2011,1887,0.0677,0.0046
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFNA","URXCNP",2011,1867,-0.0129,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFNA","URXCOP",2011,1867,-0.0135,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFNA","URXECP",2011,1867,-0.0423,0.0018
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFNA","URXMBP",2011,1867,-0.0058,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFNA","URXMC1",2011,1867,0.0032,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFNA","URXMEP",2011,1867,0.0339,0.0012
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFNA","URXMHH",2011,1867,-0.0203,4e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFNA","URXMHNC",2011,1867,-0.003,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFNA","URXMHP",2011,1867,-0.0086,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFNA","URXMIB",2011,1867,0.008,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFNA","URXMNM",2011,1867,-0.0134,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFNA","URXMNP",2011,1867,0.0172,3e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFNA","URXMOH",2011,1867,-0.0447,0.002
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFNA","URXMZP",2011,1867,-0.075,0.0056
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFNA","URXUCR",2011,1887,0.0179,3e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOA","URXCNP",2011,1867,0.0601,0.0036
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOA","URXCOP",2011,1867,0.0375,0.0014
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOA","URXECP",2011,1867,-0.0352,0.0012
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOA","URXMBP",2011,1867,-0.0304,9e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOA","URXMC1",2011,1867,0.0222,5e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOA","URXMEP",2011,1867,0.0103,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOA","URXMHH",2011,1867,-0.0372,0.0014
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOA","URXMHNC",2011,1867,-0.0332,0.0011
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOA","URXMHP",2011,1867,-0.0787,0.0062
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOA","URXMIB",2011,1867,-0.0196,4e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOA","URXMNM",2011,1867,-0.0426,0.0018
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOA","URXMNP",2011,1867,0.0053,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOA","URXMOH",2011,1867,-0.045,0.002
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOA","URXMZP",2011,1867,-0.0913,0.0083
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOA","URXUCR",2011,1887,0.0265,7e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOS","URXCNP",2011,1867,0.0094,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOS","URXCOP",2011,1867,-0.0139,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOS","URXECP",2011,1867,-0.0433,0.0019
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOS","URXMBP",2011,1867,-0.0189,4e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOS","URXMC1",2011,1867,0.0022,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOS","URXMEP",2011,1867,-2e-04,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOS","URXMHH",2011,1867,-0.0177,3e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOS","URXMHNC",2011,1867,-0.0456,0.0021
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOS","URXMHP",2011,1867,-0.0395,0.0016
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOS","URXMIB",2011,1867,-0.0235,6e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOS","URXMNM",2011,1867,-0.0676,0.0046
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOS","URXMNP",2011,1867,-0.0143,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOS","URXMOH",2011,1867,-0.0383,0.0015
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOS","URXMZP",2011,1867,-0.0641,0.0041
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFOS","URXUCR",2011,1887,0.0707,0.005
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFSA","URXCNP",2011,1867,0.0098,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFSA","URXCOP",2011,1867,0.0086,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFSA","URXECP",2011,1867,0.0193,4e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFSA","URXMBP",2011,1867,0.0105,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFSA","URXMC1",2011,1867,0.0237,6e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFSA","URXMEP",2011,1867,0.0293,9e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFSA","URXMHH",2011,1867,0.0137,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFSA","URXMHNC",2011,1867,-0.0054,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFSA","URXMHP",2011,1867,0.0106,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFSA","URXMIB",2011,1867,0.025,6e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFSA","URXMNM",2011,1867,0.0091,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFSA","URXMNP",2011,1867,0.0133,2e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFSA","URXMOH",2011,1867,0.0191,4e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFSA","URXMZP",2011,1867,0.019,4e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFSA","URXUCR",2011,1887,0.0299,9e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFUA","URXCNP",2011,1867,-0.1324,0.0175
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFUA","URXCOP",2011,1867,-0.1249,0.0156
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFUA","URXECP",2011,1867,-0.0939,0.0088
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFUA","URXMBP",2011,1867,-0.063,0.004
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFUA","URXMC1",2011,1867,-0.0616,0.0038
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFUA","URXMEP",2011,1867,-0.0373,0.0014
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFUA","URXMHH",2011,1867,-0.0741,0.0055
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFUA","URXMHNC",2011,1867,0.0108,1e-04
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFUA","URXMHP",2011,1867,-0.003,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFUA","URXMIB",2011,1867,-0.0396,0.0016
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFUA","URXMNM",2011,1867,-0.0049,0
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFUA","URXMNP",2011,1867,-0.0399,0.0016
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFUA","URXMOH",2011,1867,-0.0998,0.01
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFUA","URXMZP",2011,1867,-0.1551,0.0241
"PFC_vs_PHTHTE","PFC","PHTHTE","LBXPFUA","URXUCR",2011,1887,-0.0867,0.0075
